User,Tag,Rank,Position,KD,Assists,Headshot %,Ability Usage
bleeding115,NA1,Bronze 2,Flex,NaN,NaN,NaN,NaN
Abe966,1127,Bronze 2,Initiator,0.8411,6.6,9.1569,48.4
SUS,00000,,Flex,2.2101,4.6667,16.1185,36.3333
Vulnair,yolo,Bronze 2,Flex,0.4286,7.0,13.9535,39.0
bigmonkeynuts2,3893,Silver 2,Duelist,2.0963,3.2,22.7252,24.4
Meitenkun,Sei,Bronze 2,Flex,1.44,7.0,0.0,0.0
Noetic,6457,Platinum 1,Flex,1.3333,2.0,17.1429,23.0
FIed,2927,Silver 3,Duelist,1.1569,3.8,19.2988,13.6
NotSkibbles,6107,,Flex,1.0,1.0,16.6667,11.0
kiaqa2,loco,Silver 1,Flex,1.2585,4.3333,23.9585,38.6667
KYEYUH,NA1,Bronze 1,Duelist,1.6393,3.8,15.4222,19.2
Laxening,XXX,Silver 3,Flex,0.1875,2.0,0.0,7.0
revival,ghost,Iron 3,Flex,0.3077,1.0,3.3333,17.0
EniCatiti13,1680,Iron 1,Sentinel,0.796,2.8,8.4717,12.2
