User,Tag,Rank,Position,KD,Assists,Headshot %,Ability Usage
TTVPotatochip,6367,Silver 2,Flex,0.987,4.8,3.1579,10.8
Dudzyi,6220,Bronze 3,Flex,NaN,NaN,NaN,NaN
Ovveride,333,Silver 1,Sentinel,1.1421,6.0,15.3745,37.4
zooweekayla,4295,Bronze 2,Flex,0.949,4.0,10.3841,39.0
Legacy9191,NA1,Bronze 3,Flex,NaN,NaN,NaN,NaN
BoolieusDaU,1479,Silver 1,Initiator,1.2051,8.8,0.0,0.0
Chef Meow,miou,Gold 3,Duelist,1.0177,3.4,19.1187,37.4
mrrruns,6639,Bronze 1,Flex,1.1213,6.2,14.2559,31.6
Grimwhisperdude,3736,Iron 3,Duelist,1.4283,3.8,7.069,19.8
Hard2Place,THICC,Bronze 3,Flex,0.6185,2.4,9.4806,27.4
Beasted15,NA1,Silver 3,Flex,0.9972,3.2,10.5323,17.2
Brendda,0731,Bronze 1,Flex,NaN,NaN,NaN,NaN
laviflame75,7984,Silver 1,Duelist,0.7362,5.4,10.9941,19.8
Tristan,302,Silver 1,Initiator,1.0216,2.8,15.7815,14.4
uncreativename,9512,Bronze 1,Initiator,0.805,5.6,0.0,0.0
ItsRoyaleK,336,Bronze 2,Flex,0.5667,1.4,12.6316,7.6
OkonkwoYam,2669,Platinum 1,Flex,1.0764,4.8,23.08,45.0
Sinnex,0666,Iron 3,Duelist,0.6733,4.2,9.2564,23.4
Noni,1127,Bronze 2,Flex,NaN,NaN,NaN,NaN
n00bjutsu,6019,Iron 2,Flex,1.0578,5.8,3.8384,7.0
Yuenmii,7696,Bronze 1,Flex,0.4,3.0,11.1111,4.0
Araee,Live,Platinum 2,Flex,1.0667,2.6,33.6366,50.4
Murf,6699,Silver 1,Initiator,1.1133,7.8,0.0,0.0
havicz,696,Gold 1,Duelist,1.1415,2.2,28.2603,28.6
Amaterasu157,9242,Iron 2,Flex,1.0762,1.0,16.4461,11.8
Seablaster,NA1,Bronze 2,Flex,NaN,NaN,NaN,NaN
USC Sword,UWU,Immortal 1,Initiator,0.8955,4.6,27.6599,47.4
BigHugeGiantBaby,1111,Bronze 3,Flex,1.0022,1.8,15.8202,20.6
Cheesejbeast5k,NA1,Silver 3,Duelist,1.3727,4.4,10.1964,39.2
sco,NA2,Platinum 3,Duelist,0.8303,2.2,25.788,27.0
Winkis,1234,Diamond 1,Duelist,0.8552,2.6,31.1611,22.6
Samne,5085,Bronze 3,Sentinel,1.1024,4.2,15.0884,47.4
SEN Kyu,9771,Iron 2,Duelist,1.1875,5.4,4.1379,10.4
f o o t,1215,Platinum 2,Flex,0.8465,2.2,6.4,4.4
Epic,3266,Gold 1,Initiator,0.7095,7.4,14.7535,40.6
thunder,4200,Silver 1,Initiator,2.0838,3.4,18.687,20.0
Threeheadedgoose,NA1,Bronze 3,Duelist,2.3439,5.4,10.0361,55.8
seth,yeah,Bronze 1,Duelist,0.5232,5.2,3.7078,15.0
lux Arcadia,1469,Bronze 1,Flex,0.8852,2.8,12.6917,17.4
Kumohoshi,9152,Bronze 1,Duelist,0.5389,5.6,10.8412,34.2
MeowMeowChowMein,JETT,Platinum 1,Flex,1.35,0.4,25.1275,12.2
UnHappyll,NA1,Silver 3,Duelist,1.6464,2.6,23.0297,29.4
water ísnt wet,NA1,Diamond 2,Initiator,0.9821,6.2,20.9822,57.8
Plutton19,NA1,Bronze 1,Flex,0.8628,5.5,5.8471,7.25
Pluffy,oof,Platinum 2,Controller,0.9863,5.8,12.152,27.8
JsElder,9591,Silver 2,Flex,0.4531,3.8,0.0,4.8
gooch greese,0618,Iron 1,Flex,0.5259,5.2,10.142,9.6
ohjay,oj1,Silver 1,Duelist,1.6564,4.0,22.9677,30.6
Sharon Hiskock,5610,Bronze 3,Duelist,1.893,3.6,18.5044,47.2
Darkemporor15,NA1,Silver 2,Initiator,0.9285,8.0,13.1221,32.4
sega,1600,Silver 1,Sentinel,0.9616,6.0,14.8881,22.4
Her slave,9035,Gold 2,Sentinel,0.995,4.4,18.9908,22.6
Washed Immortal,COD,Diamond 1,Controller,1.0329,5.4,23.8462,43.8
Light,type,Silver 2,Duelist,1.4405,4.8,26.3344,40.0
void,8097,Iron 3,Flex,NaN,NaN,NaN,NaN
DragonSlayer1234,1163,Silver 1,Flex,1.0714,6.0,34.2105,24.0
xEloez,Eloez,Bronze 1,Duelist,0.9978,5.6,2.1622,3.2
Hero0205,8050,Silver 2,Flex,1.0,3.0,12.9032,11.0
Hurbe,6574,Iron 2,Duelist,1.1477,3.25,9.7197,43.25
GalacticShadow,sword,Silver 2,Duelist,0.7121,3.2,12.75,8.4
TheTickler,2194,Platinum 1,Duelist,1.9475,5.0,17.1244,46.4
ZEN Valid,6969,Iron 3,Flex,0.8,1.0,5.2632,14.0
Savage Tigress,NA1,Bronze 2,Flex,NaN,NaN,NaN,NaN
Clary,7777,Bronze 3,Flex,2.0133,5.4,9.3413,86.4
Krata,7769,Iron 3,Flex,0.4,0.0,14.2857,20.0
Phantøm,9135,Bronze 1,Flex,0.9167,5.0,16.8133,18.5
hayoung,1317,Immortal 1,Flex,0.7748,5.4,18.1858,40.0
heat2cold,9705,Bronze 3,Controller,0.7451,6.6,0.0,0.0
heni,rkive,Bronze 1,Flex,0.7776,4.8,1.4545,14.2
hannah,00000,Iron 3,Duelist,0.8069,1.0,24.0131,21.0
Nightbacka3,NA1,Silver 1,Flex,1.4833,4.5,19.3185,50.5
lunis,OwO,Silver 3,Controller,1.0975,4.8,18.4633,39.8
Tecknik,4123,Silver 3,Flex,2.2222,5.0,18.4211,89.0
Zotic,6449,Silver 1,Flex,1.4611,2.4,27.2523,11.2
Tacocatttt,4200,Iron 3,Sentinel,0.6906,5.8,6.5601,18.6
kelsbells,0511,Iron 3,Flex,NaN,NaN,NaN,NaN
Accipiter,1111,Bronze 3,Flex,1.5552,6.2,26.4558,44.2
Coke Zero,luvjj,Silver 1,Sentinel,0.648,3.6,29.5141,16.6
GrumpyPoopyBryan,9606,Bronze 3,Sentinel,1.1933,6.4,16.7913,35.2
Duxx,6573,Iron 2,Controller,1.1958,1.0,12.8558,23.4
LordLicorice,69420,Bronze 3,Duelist,1.1977,4.4,8.6203,21.2
Turtleman3369,2443,Bronze 2,Duelist,0.8326,7.0,12.9457,33.2
ImBad,8880,Bronze 3,Duelist,1.0133,3.8,9.1353,34.8
theworld21,1255,Bronze 2,Flex,1.49,4.6,14.2822,16.0
Kyuツ,9144,Iron 2,Sentinel,1.1283,6.2,15.9295,49.2
Donovin,0000,Silver 2,Controller,0.8467,4.2,29.1149,45.4
Gape Horn,3400,Silver 1,Flex,0.6316,2.0,12.766,30.0
ynb,NA1,Gold 3,Sentinel,1.1368,5.6,19.7976,37.2
Optic,LOL,Silver 3,Flex,0.9408,6.2,14.4991,43.0
raes,boobs,Silver 3,Duelist,1.5477,4.4,24.7101,30.2
darkkyubi,1811,Iron 3,Duelist,1.172,4.6,10.6061,11.6
Lorachi,main,Gold 2,Duelist,3.0111,4.0,23.572,45.2
SpyX Griffy,205,Immortal 1,Flex,0.9411,4.8,16.1696,53.6
XgfWeightSlayer,6672,Silver 1,Initiator,1.4457,4.8,20.3229,51.0
NotMatt,4410,Bronze 2,Flex,1.2088,5.4,13.2567,16.8
wifebeeter,F45,Immortal 3,Controller,1.2807,6.8,23.9788,60.6
LovR,0310,Diamond 3,Flex,1.0621,7.4,23.1476,73.2
iEnvyEthereal,4535,Gold 1,Flex,0.8798,3.2,14.1781,20.4
LilManty,NA1,Iron 3,Sentinel,0.6145,4.6,10.6455,9.0
YAMA78,7878,Bronze 2,Initiator,1.3775,4.8,13.4389,23.6
YouTakeLzKid,8015,Silver 1,Flex,NaN,NaN,NaN,NaN
カカシ,1194,Bronze 2,Duelist,0.6819,4.0,6.4707,6.2
Pimple,Games,Bronze 2,Controller,1.3689,1.6,8.9049,30.0
Mr Mouse,usa,Iron 2,Flex,NaN,NaN,NaN,NaN
JamPlays,9351,Iron 1,Flex,1.3626,5.0,8.5855,39.2
Infamously,NA1,Silver 2,Duelist,1.2822,1.4,19.4012,8.2
Bliz,8632,Iron 2,Flex,NaN,NaN,NaN,NaN
cria,2796,Bronze 2,Flex,0.5911,1.6,9.0,14.8
Rocoriley,715,Gold 2,Initiator,1.1189,3.0,0.0,0.0
Piikle,thicc,Bronze 3,Initiator,1.2652,6.4,13.4829,38.2
Homeless,home,Silver 1,Flex,1.0779,4.4,7.3679,21.8
Artemis,7300,Iron 3,Flex,1.1364,12.0,0.0,0.0
aqua,wet1,Silver 2,Controller,0.8984,3.8,16.1505,53.4
Owereo,Oreos,Silver 2,Flex,0.848,3.2,10.4828,14.2
MisoWet,154,Bronze 1,Flex,0.9728,5.4,11.1742,18.0
Lilac,11904,Silver 2,Sentinel,0.8092,5.2,14.2726,53.0
YungJew,1234,Bronze 3,Flex,0.6667,1.0,0.0,7.0
Pop,3367,Iron 1,Initiator,0.7746,3.6,6.7639,16.6
tojo T,1337,Iron 3,Initiator,0.9199,5.0,18.0275,30.8
Softy,juicy,Bronze 2,Duelist,1.2455,2.2,13.9578,21.8
Nateisadilf,1227,Iron 3,Duelist,0.8033,1.2,0.5882,10.6
HDX MJ,6969,Silver 1,Duelist,1.0767,2.4,9.4776,24.0
isimpforthaily,mommy,Bronze 1,Flex,NaN,NaN,NaN,NaN
Dwarf,1764,Silver 1,Duelist,1.7058,5.2,10.8977,33.2
brownrice,8111,Diamond 1,Flex,1.355,6.0,16.7929,27.8
naifu,6469,Silver 1,Initiator,0.7784,2.4,47.8646,41.2
jasont123tv,5261,Bronze 2,Duelist,1.2211,4.6,19.5166,25.8
Suicidalafk,Aura,Bronze 1,Flex,NaN,NaN,NaN,NaN
Haise,WB7,Diamond 1,Initiator,0.8538,5.0,26.0031,27.2
BearlyLethal,BEAR,Bronze 3,Initiator,1.037,4.6667,10.2802,38.3333
elm ayo,0394,Gold 1,Flex,0.6738,3.6,19.2055,29.2
homeslice,yum,Iron 3,Flex,1.4247,4.0,23.0957,16.2
XandiPoo,3927,Bronze 1,Flex,0.6208,0.2,4.0,1.0
Kamals,TWO,Bronze 3,Duelist,0.6628,3.4,2.4035,16.2
WholeLottaGenie,NA1,Silver 1,Initiator,0.9021,6.0,6.4658,18.2
shivxkii,6969,Bronze 1,Flex,NaN,NaN,NaN,NaN
Xolotl,5172,Iron 3,Duelist,0.7243,4.8,7.544,15.0
Pixlz06,5108,Bronze 1,Flex,0.5641,2.8,4.6753,14.8
xSauceyy,NA1,Bronze 1,Sentinel,1.377,4.4,16.3609,29.4
babushkaboi02,8592,Iron 3,Flex,NaN,NaN,NaN,NaN
Crown,123,Bronze 3,Flex,0.8259,4.8,18.6219,32.4
ZERØ vi Somalia,K1NG,Silver 3,Controller,1.0366,3.6,10.1206,32.4
TacoLivesMatter,8101,Silver 2,Controller,0.765,5.2,10.4841,44.4
bacAna,011,Gold 3,Duelist,1.496,6.0,0.0,0.0
gavatar,4462,Bronze 2,Duelist,0.8167,2.6,8.4285,11.2
Flightツ,7664,Silver 2,Duelist,0.9453,7.2,11.2755,19.4
itsyakiller,3421,Gold 1,Flex,1.1085,5.8,6.7816,9.0
ExpertToast,4538,Bronze 1,Duelist,1.636,5.4,15.9829,15.0
ValorantClips307,6285,Iron 3,Controller,1.5333,2.4,19.1708,18.0
Savage Tigress,NA1,Bronze 2,Initiator,0.6618,7.8,9.1724,28.8
NLE Choppa Solos,6969,Gold 2,Flex,1.1047,5.8,20.7244,29.8
Quip,1234,Bronze 2,Flex,NaN,NaN,NaN,NaN
i am bad,chii,Silver 2,Duelist,0.5789,2.0,13.0894,28.0
Lieutenant Dan,AK47,Silver 3,Flex,1.0684,1.4,24.1392,30.4
spacedonuts,yum,Silver 3,Controller,1.1157,5.4,22.9493,68.0
TheDKChaotic210,7096,Bronze 2,Controller,4.0732,1.8,18.1148,16.8
Swerve,9553,Iron 1,Flex,0.83,2.4,6.963,18.4
BillyRoblox2012,NBKC,Silver 1,Initiator,1.1411,4.4,21.9611,31.4
doominik,8349,Iron 3,Initiator,0.7592,3.8,11.1582,14.4
BLlNDS,2132,Bronze 3,Flex,0.7587,5.0,15.7448,36.0
illusio,yurr,Silver 2,Initiator,1.0935,5.8,12.9465,47.6
Banned,69420,Bronze 3,Initiator,0.8022,5.4,11.5522,23.6
Rheamo,Rheam,Immortal 2,Duelist,1.029,4.6,19.7869,46.2
PurpleSprite,NA1,Gold 1,Initiator,0.9487,5.25,22.0345,43.25
