User,Tag,Rank,Position,KD,Assists,Headshot %,Ability Usage
Focalor,djinn,Bronze 1,Controller,0.4344,5.2,0.0,0.0
MrMunkeyy,3274,Silver 2,Duelist,1.4,2.8,19.2177,46.4
MeestorSweer,WAP,Gold 1,Flex,1.66,3.2,16.3512,19.6
CosmicShadows,Chaos,Silver 2,Flex,1.429,4.8,13.796,26.0
AgravainX,NA1,Gold 2,Flex,1.3422,4.0,15.8509,41.4
SykoticNAJ,NA1,Bronze 2,Duelist,0.8751,3.8,8.1499,10.8
kimsei lex,halal,Silver 1,Initiator,0.9641,5.6,19.7215,35.8
starkybren98,NA1,Silver 3,Duelist,1.1644,6.8,12.8594,35.4
silvtea,7361,Iron 1,Initiator,0.4656,2.4,12.9045,17.0
Sooyah,BOL4,Platinum 2,Initiator,0.9978,4.8,19.8644,42.4
KIZMØ,ttv,Gold 1,Flex,2.2653,6.3333,0.0,0.0
Etnik,1310,Silver 2,Flex,0.987,6.4,15.4734,46.8
Squidward,BBL,Diamond 2,Duelist,1.7969,5.2,28.7485,44.6
lightinguy,daddy,Platinum 3,Duelist,2.7236,3.4,28.3377,44.2
rFlexed,NA1,Bronze 1,Duelist,0.8876,2.2,10.2341,22.6
Stars,1211,Silver 2,Initiator,1.0013,4.6,5.3763,14.4
KentsKy,NA1,Bronze 1,Flex,0.8377,6.4,5.1055,12.0
123FRED321,3968,Iron 3,Flex,0.5406,3.4,15.3838,24.8
KramOrez,NA1,Iron 2,Initiator,0.4667,3.0,5.3333,6.4
Lupin99x,2470,Iron 2,Duelist,1.0567,0.8,5.7552,9.6
mushroomba,1073,Bronze 2,Duelist,0.7062,3.4,8.5667,16.6
TheVistaWarrior,5192,Silver 3,Initiator,0.7844,7.0,18.5945,40.4
madds,6943,Silver 1,Sentinel,0.5621,4.0,11.0446,18.4
cold,cee,Silver 3,Duelist,1.9352,2.0,24.8773,19.4
MrDumbSweatyGuy,SWETY,Bronze 3,Initiator,0.9185,4.2,12.56,53.2
asterngraph,NA1,Silver 1,Flex,2.8081,5.8,11.5394,25.2
kimchi muncher,rice,Bronze 3,Duelist,1.5301,4.4,14.7261,31.8
Velqix,7208,Bronze 3,Flex,1.2938,5.8,12.3214,24.4
callmedaddy,2747,Bronze 2,Controller,1.4739,3.2,14.4112,41.4
GabbagoolGewks,6969,Silver 1,Controller,1.9466,6.0,21.4955,36.0
WINNABLE,6798,Silver 3,Duelist,0.8995,4.8,13.2159,45.8
ClassicJenny,1971,Silver 2,Duelist,0.8344,7.8,8.0415,48.2
buggie,1NA,Platinum 1,Flex,1.0095,7.4,13.4522,42.4
Alucard Tepes,3518,Bronze 2,Duelist,1.0786,5.2,4.8584,18.8
Fillet O Fish,Yum,Silver 1,Flex,1.2743,5.6,13.2462,21.0
crhisss,0621,Gold 1,Duelist,1.3712,3.6,14.3116,40.2
Jaeシ,BIRD,Silver 3,Duelist,1.3956,2.2,18.8218,31.4
StarBubbles27,1593,Iron 2,Sentinel,0.3163,5.0,13.0909,14.0
Mayvers,NA1,Bronze 3,Flex,1.1799,4.2,9.8685,10.4
Skearson,3253,Gold 1,Duelist,1.7678,4.4,17.5582,33.2
AmnesiacBear,NA1,Silver 1,Flex,1.1528,7.4,14.1519,46.4
Kimbembe,7375,Silver 3,Initiator,1.0119,3.0,30.7053,17.2
tyra,1986,Iron 2,Flex,1.1965,5.0,6.8449,14.0
HunterDW,1182,Diamond 3,Sentinel,1.2347,3.8,23.304,70.2
Kounou,000,Gold 1,Flex,1.2334,4.2,22.2917,21.8
Blacker Baron,NA1,Bronze 2,Initiator,0.7576,5.2,10.3387,24.0
CloJpg,tired,Silver 1,Flex,1.2365,3.8,17.6906,22.2
jongybunkooka,9511,Platinum 1,Initiator,2.0627,4.6,20.3798,44.2
nakalyli,hhhhh,Iron 3,Flex,0.4411,3.4,3.7658,16.6
0Maikeru0TTV,9574,Iron 1,Controller,0.6993,4.2,11.8787,15.2
Nomadd,8821,Bronze 3,Sentinel,1.3988,3.2,9.2793,21.0
cofifiyomama,9454,Silver 3,Flex,1.0,8.0,12.6984,20.0
ProdigyyUS,2287,Bronze 2,Duelist,1.805,5.0,9.6612,15.0
Cristalized,meth,Bronze 2,Flex,1.0143,5.2,12.3372,20.4
Lowenherz1,NA1,Silver 1,Initiator,0.8155,5.6,24.247,29.4
Recklesz,1830,Platinum 2,Duelist,0.2431,1.2,12.4483,5.2
Kingrizer,9669,Silver 1,Flex,1.6813,4.4,15.0964,30.6
dougienuggets,2402,Iron 3,Initiator,1.1537,5.0,9.9104,25.8
Bibbybaku,CDPG,Iron 3,Initiator,0.7285,6.8,9.884,23.6
joon,bop,Gold 1,Duelist,0.9319,4.4,18.3537,41.2
Epitome,Fade,Gold 1,Duelist,1.4607,4.0,26.8612,35.2
Rusty,Wrnch,Bronze 2,Duelist,0.8923,3.8,9.5788,24.0
RIEK,NA1,Silver 1,Initiator,0.8972,5.4,18.5718,39.0
HeHeHaHa,4783,Gold 1,Sentinel,0.8286,5.4,12.1728,50.6
Khris,9012,Bronze 2,Duelist,1.0377,5.0,9.762,26.6
Creamy Grandma,NA1,Silver 2,Duelist,1.1383,4.8,15.738,17.2
cremypenutbutter,cal,Silver 3,Duelist,1.4255,2.2,31.6779,21.4
Killer123210,123,Bronze 1,Initiator,1.1445,4.8,6.7315,43.4
DimSum,NA1,Silver 1,Duelist,0.6651,5.4,16.7295,28.8
adobo,mmyum,Platinum 2,Duelist,1.0538,4.0,17.5266,29.8
Shadow,0114,Silver 1,Flex,1.775,4.2,12.8345,20.2
tbirdthemostfly,5268,Silver 3,Flex,1.0698,4.6,7.9559,23.0
montail55TTV,8364,Silver 1,Initiator,1.6246,3.2,21.617,24.8
Cosmic,1849,Gold 1,Duelist,1.9653,4.8,13.2828,24.0
xBimbusx,8753,Bronze 3,Duelist,0.7262,3.8,14.7703,43.2
Monk,4833,Silver 2,Controller,1.5775,5.4,23.2118,45.2
Ducky,8099,Bronze 2,Initiator,2.6137,3.4,18.928,21.6
megawanheda,8154,Iron 3,Initiator,0.4069,5.6,14.6222,28.0
Zebras,3636,Silver 2,Duelist,1.1533,6.4,9.8457,57.0
Chenghis Khan,1808,Bronze 3,Flex,0.823,3.6,13.9825,25.6
liebesleid,mao,Diamond 1,Flex,0.8644,8.6,11.0792,36.8
BobaTea,3333,Iron 1,Flex,0.7842,2.6,6.4758,34.8
Simikaya,Simi,Bronze 1,Flex,0.9321,5.8,14.1829,31.2
puggers,666,Silver 3,Flex,0.6561,2.0,12.4498,32.2
Ender,funny,Silver 1,Flex,1.0462,8.0,15.7081,56.0
DixieNormus,6239,Bronze 2,Flex,0.7063,6.0,8.5145,56.8
braxtuwu,NA1,Silver 3,Duelist,1.2225,5.0,18.6518,24.6
ADSONLY,777,Diamond 1,Flex,1.5967,1.6,31.0914,29.2
Soulfi,2780,Bronze 2,Flex,1.275,2.0,22.9231,24.0
KnfaiYellow,NA1,Bronze 3,Flex,0.9476,3.4,14.4407,32.0
babyleek,fml,Silver 1,Initiator,1.1826,4.8,17.4003,46.2
d1fficult,9897,Silver 2,Initiator,1.2065,4.2,22.5704,45.0
JustinDrew33,9381,Silver 1,Flex,1.0432,3.6,8.3875,33.2
dino,2107,Gold 1,Flex,0.7953,5.2,18.2764,24.0
Sparrow001,9311,Bronze 3,Duelist,1.2113,3.6,7.6392,7.6
NoneShot,ily2,Silver 2,Initiator,0.8606,5.4,22.5573,28.4
Wataru洪水,1710,Gold 2,Flex,0.7444,3.0,12.5,1.8
Izabell,TwT,Iron 3,Flex,0.4906,5.6,11.0474,32.2
Dragonite,0149,Gold 1,Controller,0.9312,4.0,12.8835,12.6
weirdo5836,4638,Iron 1,Duelist,0.8833,0.8,3.8769,5.6
FLESHDESTROYER,88888,Bronze 3,Duelist,1.0207,4.2,8.9188,37.0
Meow M2x,kitty,Gold 3,Initiator,1.4754,3.2,17.0185,25.4
lushee,guoba,Bronze 3,Flex,1.2868,3.6,21.9367,36.0
sweet cheeks,smol,Bronze 3,Controller,0.6775,3.4,20.4157,19.0
Master Baiter,moon,Iron 1,Duelist,3.0035,3.2,14.6781,31.6
Sleepy,9876,Iron 2,Flex,0.9433,2.6,15.2444,14.6
TheTexasHammer,6996,Bronze 2,Controller,1.0289,2.6,12.8931,31.2
SunflowerValley,2022,Bronze 1,Flex,1.6667,1.8,13.6005,14.4
TSM Peter Peng,NA1,Silver 1,Flex,0.7243,6.6,3.7766,16.4
CougarHuntin,9878,Silver 2,Duelist,1.4198,4.4,10.8491,34.8
lemons,sadge,Bronze 3,Sentinel,0.7356,5.2,13.9603,50.4
NeveI,1111,Bronze 1,Controller,2.1012,3.2,38.0303,30.6
Ausllen,NA1,Bronze 2,Initiator,0.5197,9.6,8.1436,41.8
KillerWasp365,6900,Bronze 3,Flex,1.4069,2.8,21.8243,33.2
Sukkigo,NA1,Iron 3,Flex,0.8647,1.5,7.1429,9.0
Slxud,NA1,Bronze 2,Duelist,1.268,3.8,7.2169,29.6
jelly,4932,Iron 3,Initiator,1.5143,2.8,13.4228,25.0
DOTADABBLER,NA1,Bronze 2,Controller,0.9706,2.8,11.9095,19.4
Jusbetter iGuess,NA1,Silver 2,Flex,0.9939,3.4,21.1591,33.0
shy,anne,Silver 1,Duelist,0.8166,3.8,17.8387,33.4
suhpreme,5934,Silver 2,Duelist,0.8461,5.2,11.2303,54.6
KuribohGaming619,NA1,Iron 3,Duelist,0.6011,4.2,0.0,0.0
Ocean126,water,Silver 2,Flex,1.1042,4.0,29.037,17.3333
D35M0N17,NA1,Silver 2,Controller,1.133,7.2,12.6544,52.2
IzooKazoo,8874,Iron 1,Duelist,0.8113,3.4,6.9511,21.0
Will,love,Platinum 3,Controller,1.0856,7.0,13.5171,43.2
willow,4444,Bronze 3,Initiator,0.955,4.0,27.3471,11.2
Plume,0114,Bronze 3,Sentinel,1.1423,0.6,10.6982,23.0
Cheeseplease23,5122,Bronze 2,Initiator,1.0564,3.2,22.076,35.8
Tylrvibes,KMA,Gold 1,Flex,1.2742,5.0,13.6765,8.2
JaxsonPowles,NA1,Gold 1,Sentinel,0.8254,4.8,12.55,31.2
boobledoo,queso,Bronze 2,Flex,1.1563,8.0,5.3039,19.8
ZoodleCane,5212,Gold 1,Duelist,1.3038,2.2,12.1432,15.2
Rekselix,NA1,Bronze 2,Initiator,1.5433,1.8,15.86,13.0
ShiftyShorty,Short,Bronze 2,Duelist,1.3797,2.8,13.7993,37.2
SiimplyMarv,1313,Silver 2,Controller,1.3527,4.6,24.0518,31.6
Xd3vlg1rlX,9199,Iron 2,Flex,0.4704,2.0,3.7625,8.4
Cyber786,2740,Gold 1,Duelist,1.1255,5.2,22.268,32.8
hawking8mytwinki,NA1,Bronze 2,Controller,1.9968,4.6,12.1954,34.6
Dae,69696,Bronze 1,Duelist,0.7536,3.0,13.1688,28.2
Ityui,9758,Iron 3,Flex,0.5023,5.0,9.7531,29.8
jerra jerra jerr,NA1,Silver 3,Sentinel,1.8022,2.6,20.6731,16.0
Recon3,Tibet,Bronze 3,Initiator,1.0655,3.2,15.8184,19.8
Cryo,3832,Gold 1,Duelist,0.9138,3.8,16.3532,30.4
Sonotails12,1814,Bronze 3,Controller,0.7856,6.0,9.7516,42.0
DarthKitty04,9191,Bronze 3,Controller,0.6905,4.6,6.8393,41.8
monksgirl,42069,Bronze 2,Initiator,0.623,5.6,13.6587,29.0
SUSG0D,NA1,Iron 3,Duelist,1.36,2.6,8.4118,28.0
zycore,3410,Bronze 1,Flex,0.467,3.8,10.5596,38.2
Pengui,7117,Bronze 3,Initiator,0.4675,3.2,20.0566,14.4
Bornesplatz,2755,Bronze 2,Flex,1.765,3.8,12.5381,25.2
JSOCCER11,9643,Iron 3,Sentinel,1.2167,1.8,6.8242,23.2
kychu,kyle,Gold 1,Initiator,1.1707,4.4,0.0,0.0
Griffin,777,Platinum 2,Duelist,1.2283,6.6,27.8629,53.4
TrashcanGamin,NA1,Bronze 2,Flex,0.9407,4.2,12.4421,28.8
Chorizo,42069,Silver 1,Duelist,0.7176,2.8,22.6372,28.6
Heisenberg,1987,Bronze 2,Duelist,0.7988,2.2,7.3073,16.8
rose,thorn,Silver 2,Sentinel,1.0324,5.2,19.4585,26.0
Hypnos,2850,Silver 1,Duelist,0.7,1.4,15.3889,11.6
zookeeper,camel,Platinum 3,Duelist,1.1277,5.0,20.949,35.6
Genda,NA1,Gold 1,Flex,1.4322,2.0,7.5899,24.0
Andrea,lola,Iron 2,Sentinel,0.9675,6.0,8.6113,14.2
Hozz,2411,Silver 1,Sentinel,1.427,1.6,24.1798,24.0
minimaster860,1789,Bronze 2,Duelist,0.9666,4.4,21.0935,14.2
ninjapower11,NA1,Bronze 3,Flex,1.1375,6.6,6.2921,24.0
ZoTheConquerer,goofy,Silver 3,Flex,1.3574,4.6,16.0671,43.8
franticblueberry,2974,Bronze 2,Flex,0.7529,3.4,7.74,18.4
psychoauraa,2912,Bronze 1,Controller,2.3301,4.0,16.6985,29.8
AceCrone,7830,Iron 3,Controller,1.3833,1.2,11.811,7.2
Simply Jihyo,NA1,Gold 1,Flex,1.5095,9.6,10.9151,27.4
Stinkyboi22,7467,Silver 3,Flex,0.8108,3.4,5.4023,10.2
Laz,BOFA,Gold 1,Initiator,1.2703,6.0,6.8355,41.6
AlphaShadow,NA1,Iron 3,Flex,0.6279,4.4,8.0,6.8
JettCanKnifeMe,OwO,Bronze 1,Duelist,1.1256,4.0,10.6778,32.4
Abort,peep,Bronze 2,Flex,1.056,5.8,6.7739,17.0
ZeldaKitty,NA1,Bronze 1,Flex,0.7999,3.0,14.9736,27.0
bobakiller,1999,Bronze 1,Sentinel,0.5605,5.0,15.9741,19.8
MasterBigs,2672,Silver 2,Controller,1.0921,2.6,11.4274,35.0
Hacanos,7953,Silver 2,Sentinel,0.9639,2.6,15.1558,31.6
Aura,1738,Gold 1,Duelist,0.9063,3.4,13.6967,29.4
INVI,SRPNT,Silver 2,Duelist,1.1771,1.8,27.0183,27.2
TodlerCrunchr34,TQG8,Gold 1,Duelist,1.4598,3.5,13.4575,50.0
Tomathy,NA1,Silver 1,Flex,0.4081,4.0,5.1465,21.2
milky yang,demon,Silver 2,Flex,0.7305,2.6,14.2208,26.6
Ging,0202,Platinum 1,Duelist,1.9392,2.8,15.6469,26.0
NCoal,chikn,Bronze 2,Controller,3.4,1.6,9.1043,15.8
PinguinUprising,8294,Bronze 1,Sentinel,0.8476,4.4,11.481,11.0
Mira Hansha,NA1,Bronze 2,Controller,1.2872,5.0,8.654,45.8
Tozz,2357,Bronze 1,Controller,2.5267,1.8,20.7617,29.4
Suetsuken,TAKER,Silver 3,Flex,1.5278,2.4,12.6771,32.0
AimbotCypher,Trash,Platinum 2,Initiator,1.1107,5.2,29.0962,51.6
nxzd,2kki,Platinum 2,Flex,1.5004,3.4,10.3904,26.6
Misty,5404,Bronze 3,Controller,0.8508,1.8,19.5251,11.0
Mac,satx,Silver 1,Flex,0.8149,3.8,7.3822,14.0
Raging Bull,9797,Silver 2,Duelist,0.4894,2.8,11.0391,19.6
lamb muncher,7123,Bronze 2,Flex,1.6286,3.4,20.3876,44.4
Piplup,5988,Iron 3,Flex,0.6086,2.0,16.3016,12.0
Aicrouss,9155,Silver 2,Duelist,1.1566,3.6,13.4059,26.0
AntiBuffer,258,Silver 1,Flex,1.4742,3.0,0.0,0.0
Ritz,2241,Bronze 2,Flex,0.8164,6.6,17.0533,53.8
TheUnknownCause,6969,Bronze 3,Controller,0.8558,6.2,5.3563,29.2
Fazok,NA1,Gold 1,Sentinel,1.3158,4.0,14.9477,23.2
mushthemellow,5468,Iron 1,Flex,1.0585,3.0,9.6423,27.6
Wrapic,0003,Gold 1,Flex,0.9836,3.4,10.4495,13.2
Arranisbad,5146,Silver 1,Sentinel,1.1959,3.4,12.4933,31.4
puppers,pup,Gold 3,Flex,1.2753,1.8,26.184,22.8
Frosty,9635,Bronze 3,Duelist,1.1295,4.6,12.3237,23.8
