Rank,KD,Assists,Headshot %,Ability Usage
Iron 1,0.33204180694370633,1.4702059421441669,4.272500160763362,12.641449625307974
Iron 2,0.28744687167212474,1.289166691151985,5.4816120459074,11.537892939564331
Iron 3,0.34804520025957664,1.416353238840912,5.399210173145384,11.747126586993412
Bronze 1,0.34412374581850547,1.2329958658483746,5.403537225176319,11.427064280850642
Bronze 2,0.3074965713052733,1.4378971125423465,5.394977396050675,10.817085315915515
Bronze 3,0.3107790151401066,1.4345548931489998,5.703771532004872,12.55577304639394
Silver 1,0.38847704312198356,1.3348703220801652,5.462883308118573,12.644960374919929
Silver 2,0.3280133190324064,1.442609240373973,5.592945431454697,12.014023610707126
Silver 3,0.32084866270968226,1.528140769391446,5.652585335624671,11.64792002669472
Gold 1,0.33556414420184993,1.3309175384568737,6.4836130228596875,12.106415512968383
Gold 2,0.30892710509269694,1.4370000577088513,6.9020712025311735,13.983396632066372
Gold 3,0.2614559253787668,1.232703480847023,6.183794738332528,13.084035688896494
Platinum 1,0.2467917517713442,1.3006939384897325,6.967663227604632,13.300285009478012
Platinum 2,0.27532049573748474,1.2861933134968215,7.1047019779160605,11.550604296472812
Platinum 3,0.2799779986376676,1.4051279711772218,6.720951306295929,13.826765258005937
Diamond 1,0.2924894313261592,1.3391554393032141,7.477857458691603,13.049942528609083
Diamond 2,0.2216195982633656,1.4137210272388054,7.512813426897635,11.850954808374297
Diamond 3,0.23425471800616246,1.2598121862259681,7.763770461637384,14.557637630202287
Immortal 1,0.2617710816322076,1.2532166857712428,8.386327378220606,14.720319247290066
Immortal 2,0.27561869506749187,1.243764244119236,7.664838782847321,14.738769050748886
Immortal 3,0.2954996111914289,1.338625942494547,7.5872371546410475,12.564079561913612
Radiant,0.2760339898399086,1.5321107222737274,5.788162795194472,12.142651426828879
