Rank,KD,Assists,Headshot %,Ability Usage
Iron 1,0.0707915511004095,0.3134489600554115,0.9109000949042094,2.695166115889023
Iron 2,0.050038077632481755,0.22441511573190062,0.9542261758100773,2.008489357587155
Iron 3,0.04493244214442552,0.1828504168792596,0.6970350361088579,1.5165475212405286
Bronze 1,0.03647704410274633,0.13069730038558833,0.5727738003222348,1.2112663912398083
Bronze 2,0.025804539037953395,0.12066564519941736,0.452736445919774,0.9077496348221152
Bronze 3,0.026455266626078774,0.12211742215250049,0.485537276657498,1.068818380446751
Silver 1,0.03622567106022294,0.12447729937170504,0.5094164951676321,1.1791486349621074
Silver 2,0.03313434888676014,0.14572553949583006,0.5649728059125625,1.2135996520666141
Silver 3,0.03420258236572194,0.16290035336323497,0.6025676214081993,1.2416724468720877
Gold 1,0.03244021026153091,0.12866465483370948,0.6267945290050115,1.170371362793501
Gold 2,0.03475701482078956,0.1616751378558227,0.7765436801297756,1.5732550364587587
Gold 3,0.025762017822523756,0.12146188309736088,0.6093074005837344,1.2892083440816233
Platinum 1,0.025870805120993975,0.1363497732934898,0.7304095708882836,1.3942487099515635
Platinum 2,0.033387514259501955,0.1559738496032519,0.8615716674553714,1.4007165162961932
Platinum 3,0.03472699675184087,0.17428467496883968,0.8336314114634096,1.7149991590040548
Diamond 1,0.036278848984688666,0.16610178948766902,0.9275140651847459,1.6186461579404516
Diamond 2,0.029615164531999832,0.18891641872877574,1.0039419233644995,1.583650449967066
Diamond 3,0.0263557148963571,0.14173994481619998,0.8734924211955073,1.6378621963805988
Immortal 1,0.03562253218974169,0.17054118984896602,1.141234605142951,2.003181722596156
Immortal 2,0.04108680920271319,0.18540942652228365,1.142606703668224,2.197125966809637
Immortal 3,0.02883780921179787,0.13063651549312275,0.740438529269202,1.226128616100267
Radiant,0.03903710121075559,0.21667317624967436,0.8185698326187385,1.7172302330990414
