User,Tag,Rank,Position,KD,Assists,Headshot %,Ability Usage
Macdaibheid,8881,Platinum 2,Controller,1.8362,3.2,29.9386,37.2
Abyss,8008,Gold 2,Flex,0.89,5.6,16.8627,20.8
Potsu,2461,Immortal 2,Flex,1.404,5.8,3.9024,11.2
Soùp,NA1,Diamond 3,Controller,0.8381,5.4,12.3736,23.0
Bulsokanu,NA1,Immortal 2,Controller,0.8056,6.4,22.1482,48.8
Boonsew,2247,Platinum 3,Flex,1.2497,7.0,12.616,8.6
Paulina,8059,Platinum 2,Flex,1.1196,6.6,7.4638,34.0
kit,9103,Immortal 1,Initiator,1.28,9.0,17.8386,58.8
Tired,5864,Bronze 2,Flex,NaN,NaN,NaN,NaN
ItxDabi,9812,Gold 3,Initiator,0.6422,4.2,8.6753,24.6
REYNASUPPORT,1337,Platinum 3,Controller,0.6886,7.6,18.3744,63.2
Nothiing,uwu,Diamond 2,Sentinel,0.9705,4.0,24.4534,34.2
FrnkEclimbs69,NA11,Immortal 1,Duelist,1.0127,4.8,13.8428,38.4
Stepsis Jden,stuck,Gold 3,Flex,1.066,4.6,34.0456,38.2
Alpha,Crack,Platinum 3,Duelist,1.696,4.0,23.1086,36.8
lil ZER0,MVP,Immortal 1,Controller,1.2185,2.8,17.1485,32.0
qcq2,luv,Platinum 3,Duelist,1.504,3.4,22.5179,39.4
DullTurtle,3207,Silver 1,Duelist,0.8668,6.6,6.0,23.0
connor,3451,Diamond 3,Sentinel,1.5574,2.8,28.1832,49.2
chewy lombardi,1502,Gold 1,Controller,0.8711,4.6,16.9693,40.6
Crippled Turtle,L0V3,Silver 3,Duelist,0.5731,3.6,6.6026,14.8
Sigma,4370,Platinum 3,Duelist,0.9275,3.0,14.509,22.2
NÜTTEDON,CÜM,Platinum 1,Duelist,0.3706,2.8,20.111,22.8
Froot Loops,phnx,Platinum 3,Initiator,0.8203,9.2,22.9954,62.8
leah,leah,Diamond 2,Flex,1.0967,7.2,18.1248,37.4
Hardcore Derpin,TTV,Platinum 3,Flex,1.0947,5.2,11.2764,61.0
Yzan,12345,Diamond 3,Flex,1.3082,1.4,31.7197,34.0
Blackstroke3,Aimer,Platinum 3,Duelist,1.1688,3.4,13.323,30.8
kamalio,7991,Silver 3,Controller,0.9431,5.0,0.0,0.0
Shekar,Kurd,Immortal 2,Duelist,1.2321,3.2,23.0356,33.2
ben,9144,Platinum 2,Duelist,0.9409,3.2,14.8809,17.0
Kiqo,7375,Platinum 1,Flex,1.1049,3.6,23.9754,31.6
Schmutt,9306,Diamond 1,Flex,1.0457,7.8,18.7098,51.0
Yuno,3018,Gold 3,Initiator,0.9709,4.0,20.3502,31.2
Precyse,CLT,Immortal 3,Sentinel,1.5171,3.6,19.4575,31.6
Delay,NA00,Diamond 3,Flex,1.487,8.6,29.7756,45.2
Kaktus,Taco,Immortal 2,Initiator,1.0205,6.8,22.6807,60.4
Thatguy,6646,Platinum 1,Initiator,0.5363,3.8,25.7227,26.0
UnknownMania,7569,Diamond 1,Flex,0.9621,3.6,25.2564,55.0
Kuragari,3086,Diamond 2,Flex,0.3889,4.0,25.9259,50.0
SEN dnudes,0085,Platinum 3,Flex,1.1343,3.4,12.4151,32.4
iso,oni,Diamond 2,Duelist,1.0828,1.6,25.0966,44.2
LilRain,2227,Gold 1,Flex,1.327,3.4,6.5574,12.0
kuhp,die,Immortal 1,Duelist,1.5183,4.2,21.2108,25.0
Sang,3519,Silver 2,Flex,1.4231,6.6,5.0718,18.8
KTZ Karubanッ,idgaf,Immortal 1,Sentinel,1.1441,8.2,19.8573,64.0
Meshe,7556,Diamond 1,Duelist,1.2321,3.4,29.5557,41.4
Baca,borca,Gold 2,Sentinel,1.6141,6.6,13.4103,45.6
YoussefSheriff,2275,Immortal 1,Duelist,0.8374,5.0,22.6787,64.6
Straw,6517,Platinum 1,Flex,1.2044,5.8,10.8291,21.0
bigdraco1993,1316,,Flex,0.799,6.4,1.1111,0.6
fractured,333,Diamond 1,Flex,0.8235,5.0,16.2791,33.0
ComeHonorFace,6385,Platinum 2,Duelist,1.2167,3.4,20.9883,35.2
rica,sar,Platinum 1,Sentinel,1.1695,4.2,20.9031,24.0
kićo,1738,Diamond 3,Duelist,0.9056,2.0,23.4179,40.8
LethaL,9888,Immortal 1,Duelist,1.6976,4.8,35.7502,44.4
Squidward,1000,Diamond 2,Duelist,1.4076,4.2,21.0652,39.4
bear,mama,Gold 3,Sentinel,1.4301,3.8,22.8827,29.8
Sher,1256,Diamond 3,Duelist,1.5801,2.4,30.229,51.6
randallmango,6923,Diamond 3,Flex,NaN,NaN,NaN,NaN
Kidslug,YOSBI,Diamond 3,Flex,1.3964,4.2,18.2778,44.6
Nickels,3347,Immortal 1,Flex,2.9199,5.0,7.7816,21.0
SS Hunter,sussy,Diamond 3,Duelist,1.2068,3.2,20.9432,33.6
Go1Bo1,2135,Gold 2,Initiator,1.0254,3.4,20.6648,15.6
saladbreadd,loaf,Gold 2,Flex,NaN,NaN,NaN,NaN
foop,balls,Diamond 2,Flex,0.7436,5.4,31.0946,45.8
W2J3,NA1,Silver 1,Flex,1.3815,4.2,11.9721,42.0
grace,b00b,Gold 1,Flex,0.8578,4.4,8.0,1.0
xdvalley,8298,Diamond 3,Controller,0.9261,3.6,18.418,25.8
TidyTy,0000,Immortal 1,Initiator,0.6739,5.8,21.0468,52.8
JMBeans,777,Diamond 2,Duelist,0.9884,3.2,27.0239,30.2
sinner,puppy,Platinum 1,Sentinel,0.9106,3.6,7.6786,22.2
ULTRANOOB,4150,,Controller,0.5419,5.4,3.4184,9.2
Topanga,0714,Diamond 2,Flex,1.2061,4.6,3.6667,9.6
Murder Maker,NA1,Bronze 2,Flex,1.35,2.5,31.0976,21.0
FilletCheezStaik,SMURF,Immortal 2,Sentinel,1.2221,2.4,33.2668,41.4
BigMiketyb,2590,Silver 1,Controller,0.8275,9.4,5.3595,22.4
YaneS,NA1,Diamond 1,Flex,0.7778,3.0,13.8462,27.0
Chisei,Gen,Gold 1,Initiator,1.6049,8.2,30.7195,54.0
Hmq,NA1,Diamond 2,Initiator,1.3443,7.6,17.1498,34.4
Gojo,1492,Gold 1,Sentinel,0.5286,4.8,11.8829,33.6
duke,553,Diamond 3,Initiator,1.1502,4.0,14.5832,42.0
Aquario,Mmmmm,Diamond 1,Duelist,0.8519,3.3333,13.611,44.0
Shin,9904,Diamond 3,Controller,1.1211,4.4,21.7953,52.8
Sκιιsββγッ,0202,Silver 1,Flex,0.8527,3.4,17.0769,18.6
bowman,0001,Diamond 2,Controller,1.0286,5.2,28.6095,52.6
mimi,jinx,Diamond 1,Flex,1.4045,6.8,14.2424,34.0
PilgrimBackpack,4961,Diamond 1,Flex,1.154,4.6,27.9594,38.6
rajak,1111,Diamond 2,Duelist,1.0498,5.6,18.0277,45.2
mike wazowski,2151,Diamond 1,Duelist,1.2469,4.4,16.7941,47.8
KTZ Polarisix,NA2,Diamond 2,Flex,0.9301,10.0,23.2892,60.8
Zetukj,6453,Platinum 1,Flex,1.0,3.0,0.0,0.0
turtlesoup10,5288,Silver 1,Flex,1.1831,4.0,16.4917,26.6
KWY,arri,Diamond 2,Duelist,1.1448,3.8,14.7662,58.6
Juzo,0514,Platinum 1,Flex,1.1395,6.6,0.0,0.0
kyoobi,9tail,Immortal 1,Flex,NaN,NaN,NaN,NaN
NewYorkKido,LFABG,Immortal 1,Flex,0.4667,3.0,28.5714,19.0
pIneslIme,zero,Platinum 3,Flex,NaN,NaN,NaN,NaN
Beauster,1337,Diamond 3,Flex,0.9888,5.0,19.9997,63.6
Smol Chungus,FISH,Silver 3,Initiator,1.0285,10.4,6.0695,25.0
trxzzy,11111,Diamond 1,Flex,1.3166,3.8,11.4025,29.2
Kadwae,NA1,Immortal 1,Flex,1.551,6.8,15.3669,43.6
TVsoftjohns,5586,Platinum 1,Duelist,1.5545,3.2,15.3675,45.2
SMSU jACKs0n,J V,Diamond 3,Initiator,1.52,6.2,20.8456,66.2
talietheGOAT,hehe,Platinum 1,Controller,0.894,5.4,26.0676,37.0
Wobbler,NA1,Immortal 1,Initiator,0.9711,5.0,26.8911,44.2
ohz,ttv,Diamond 3,Duelist,1.3998,2.6,34.7631,40.0
grace,b00b,Gold 1,Flex,0.9562,5.0,0.0,0.0
Yae,gas,Platinum 3,Flex,1.5824,3.4,25.3701,33.6
Newt,Lili,Diamond 3,Flex,0.8375,3.0,13.2208,29.8
Tsai,6736,Diamond 1,Initiator,1.0699,6.4,14.4586,52.4
PLish,fish,Diamond 3,Controller,1.1738,5.6,9.6173,16.4
war,9590,Diamond 2,Duelist,1.2931,4.0,14.2436,28.6
muaaz,5982,Diamond 3,Sentinel,1.1852,3.8,10.772,22.2
TWOINTHEMORNING,7253,Silver 1,Initiator,0.971,3.8,2.9604,5.0
Miggy,LNC,Immortal 2,Flex,1.5192,3.6,8.0952,19.4
HeroSenko,JETT,Platinum 2,Duelist,0.5101,4.2,3.094,22.2
a3ro,sloth,Immortal 1,Controller,1.187,8.4,17.4675,59.4
Trapped,8225,Diamond 2,Flex,1.0711,6.8,18.0813,46.4
JETT FOOT WEABOO,yesir,Gold 2,Flex,1.065,2.4,0.0,0.0
beenu,JHEEZ,Platinum 1,Flex,0.9362,4.0,19.0817,26.0
Tatsumi,Sword,Diamond 2,Flex,0.5904,4.2,0.0,0.0
c4tluver,meow,Diamond 3,Controller,1.083,4.6,25.3204,41.6
Skepsii,NA1,Diamond 1,Flex,0.8221,6.8,16.9421,59.2
3RIC5,FASOU,Bronze 1,Flex,0.9804,5.75,6.25,10.0
Aquarius,7193,Diamond 1,Flex,1.1997,3.2,10.401,25.0
SussyCream,1122,,Flex,1.9733,1.4,21.5452,13.4
rain,rnx,Diamond 3,Initiator,0.9662,4.2,12.2479,22.4
NTL Jraykoh,CTB,Diamond 2,Flex,1.1389,5.4,22.0104,44.0
Eldongoto,NA1,Platinum 1,Duelist,1.0729,4.4,7.6956,46.0
Atlas,easy,Platinum 3,Flex,1.3636,7.0,2.5,6.8
Carrick,3797,Diamond 2,Flex,1.2731,5.0,13.0792,21.8
Owen,ope,Diamond 3,Flex,1.4792,2.8,14.3167,34.4
KachiKMK,8950,Diamond 2,Controller,0.6715,4.4,11.6309,40.6
seasons,7600,Silver 3,Flex,0.7153,4.2,16.2281,31.2
NotTiddy,6926,Platinum 3,Initiator,1.1265,6.8,23.5045,48.6
Omega,20fps,Diamond 3,Duelist,0.7491,3.8,30.7652,45.6
GOONIE,dublR,Diamond 2,Initiator,0.7592,3.6,8.9941,22.6
Kowalski,3365,Diamond 3,Duelist,1.3979,6.4,23.6897,41.6
scadew,6969,Bronze 3,Flex,NaN,NaN,NaN,NaN
MrBigWeld,1031,Bronze 3,Duelist,0.7509,3.4,9.0032,15.2
Master,ded,Platinum 2,Sentinel,1.1592,3.2,25.286,11.2
KrispyKris97,NA1,Diamond 1,Flex,1.1114,3.6,17.9002,52.4
Snipz,igb,Diamond 2,Flex,1.0386,4.6,19.2197,63.0
D0V3S,MOCHA,Immortal 2,Controller,1.2927,6.0,21.3338,42.2
TwiissTed,NA1,Diamond 3,Flex,0.8787,6.8,26.0641,47.0
cjm,idk,Diamond 2,Controller,1.455,3.8,15.71,50.0
braxy,pain,Diamond 2,Duelist,1.2837,5.8,10.8656,26.0
Shinsu,Baam,Diamond 3,Initiator,1.3309,3.2,8.6817,17.8
poke,3041,Diamond 3,Flex,1.3079,4.8,36.1904,61.4
david,XLR8,Diamond 2,Sentinel,0.8932,2.0,18.5831,31.4
ryne,svntn,Diamond 3,Flex,1.1671,3.0,6.1905,9.8
painpbj,1111,Immortal 1,Initiator,0.9608,7.6,11.6372,56.4
LucKy,2921,Diamond 1,Duelist,0.8926,3.6,15.5519,39.0
MJR frogsteR,4547,Immortal 3,Duelist,1.4206,2.6,37.0718,33.0
Namiic,000,Diamond 1,Flex,1.6389,5.0,11.25,32.0
lang jai,1105,Diamond 3,Flex,0.7851,3.5,22.1037,23.5
crimson,1925,Diamond 2,Flex,1.1089,2.8,23.1786,57.8
pxv,3265,Diamond 2,Duelist,1.0547,5.4,14.0269,36.0
Zylr,666,Immortal 1,Duelist,1.4525,3.2,15.8528,27.0
AnActualChad,NG41,Platinum 2,Duelist,1.1772,4.2,15.1084,40.8
Sokuu,OkuW,Gold 2,Flex,1.6051,2.4,9.1429,3.2
Buckeshot,033,Silver 1,Flex,1.5,3.0,12.5,14.0
TaveZ,2337,Diamond 3,Initiator,1.1286,3.4,18.0215,28.8
terren,ling,Immortal 3,Duelist,1.174,4.4,25.1814,30.0
Dicetro,9864,Immortal 1,Duelist,0.8685,5.4,28.507,70.2
FLUFFYFOX92831,TEHE,Diamond 1,Duelist,1.0598,3.4,19.8235,29.8
his master,69420,Diamond 2,Flex,1.0453,4.2,18.9827,67.4
kayly lover,lover,Platinum 2,Duelist,0.9552,4.0,17.386,31.6
Kyuシ,2007,Diamond 1,Duelist,1.2013,4.8,17.5904,81.4
D0V3S,MOCHA,Immortal 1,Flex,1.1895,6.4,15.4514,34.0
Chase,6743,Diamond 3,Flex,1.3066,5.4,16.5349,58.4
Yobagoya,NA1,Platinum 2,Flex,0.9294,3.6,16.5735,37.8
ItsDuck2k,5851,Gold 1,Flex,NaN,NaN,NaN,NaN
Sleepytime,5869,Diamond 3,Flex,1.4278,4.0,11.9166,67.5
RoadHog,Pork,Diamond 3,Duelist,0.7694,6.4,0.0,0.0
Baljeet69,Ishan,Platinum 2,Flex,0.6722,2.8,17.9176,22.6
Menard,elMé,Diamond 3,Flex,1.2433,3.6,20.8568,51.8
kuya,filo,Diamond 1,Flex,1.1723,5.8,16.1194,26.0
coolbluegatorade,daddy,Immortal 1,Initiator,1.3877,6.6,16.8587,31.8
DesY,OTF,Platinum 2,Flex,1.1905,4.5,20.2381,32.0
ＣａｌｌＭｅＤａｄｄｙ,8193,,Flex,NaN,NaN,NaN,NaN
one tap tyreek,inluv,Diamond 2,Duelist,1.0947,1.6,0.0,0.0
Thumpy,Thump,Gold 2,Flex,1.1206,4.6,15.1989,43.6
yor,ever,Platinum 2,Sentinel,0.9369,2.4,13.9608,18.8
NashK,002,Immortal 2,Flex,0.8101,2.6,15.2065,39.2
InstantDeath,9498,Diamond 1,Initiator,0.7542,4.8,17.7389,50.4
505,Thorn,Diamond 3,Flex,1.1085,7.0,18.8376,41.2
Zembur,UwU,Immortal 1,Controller,2.0733,6.4,21.6441,23.8
The Brodie,NA1,Platinum 2,Initiator,1.1998,3.8,19.462,38.8
MonkeySins,9339,Diamond 2,Duelist,0.9518,4.8,2.8571,9.2
THEOLEITAO,1355,Diamond 1,Duelist,1.4621,2.8,35.4678,58.0
MM EliSosa,SMD,Immortal 1,Initiator,1.373,4.8,13.6358,27.6
SinisterCow,420,Diamond 1,Flex,1.5844,7.8,11.7406,46.2
Mercenary,8297,Diamond 3,Duelist,1.2538,3.0,19.7583,41.6
Solvint,999,Immortal 1,Flex,1.0768,4.2,24.0544,42.0
Christits,211,Diamond 3,Duelist,1.3071,5.8,16.0588,28.2
tunjic,NA1,Diamond 1,Sentinel,0.9495,7.0,8.6236,49.2
Hotmale,000,Diamond 1,Flex,0.5783,3.0,18.6613,11.4
TheBm,NA1,Diamond 2,Controller,0.6508,9.8,14.0417,50.2
FireMan,Water,Silver 2,Flex,1.6665,6.0,16.3107,35.0
zen,smd,Platinum 3,Duelist,0.9212,5.0,23.8338,63.8
Twaie,8613,Platinum 3,Flex,1.3678,5.0,9.4444,14.8
Alright Boys,juice,Platinum 3,Initiator,0.8102,6.4,16.9402,51.2
Bandit,1992,Diamond 3,Flex,0.9283,5.4,17.4465,33.6
Nilly,yours,Diamond 1,Flex,NaN,NaN,NaN,NaN
markitong,1505,Platinum 3,Flex,1.3872,6.0,15.8391,39.0
yor,beep,Gold 3,Flex,1.115,5.4,17.1268,26.6
Luaappp,bruh,Silver 3,Flex,0.5556,0.0,0.0,0.0
Ev1L,IDK,Platinum 2,Controller,0.546,4.6,15.3914,45.0
Duhailis,8282,Diamond 1,Controller,1.295,6.6,24.173,62.4
Parkster,NA1,Diamond 2,Sentinel,1.0374,4.0,11.9286,39.4
FireArmour,boo,Platinum 2,Flex,1.8208,4.2,18.5178,28.0
DownBadForReyna,YEP,Platinum 3,Flex,1.0328,3.4,8.8805,17.4
BryceVortex,Nyoom,Immortal 1,Controller,1.1495,4.8,20.3925,27.0
Locally,6535,Silver 1,Flex,0.9083,2.6,16.5278,7.6
STOP TRYING,FFpls,Diamond 1,Flex,0.4538,1.5,30.9561,22.5
CompleteLuck,3416,Gold 2,Duelist,1.0302,8.4,9.2256,43.8
KOODA,rice,Diamond 2,Controller,0.7967,7.2,19.6094,52.2
gNed,Acend,Diamond 3,Flex,1.1199,6.6,24.9627,51.6
PunkTea,NA1,Silver 3,Initiator,1.366,4.8,10.2628,48.2
JPGeigs,7310,,Initiator,0.5462,4.2,4.8626,1.4
CHO Trex,2412,Gold 2,Flex,1.0608,4.0,4.2553,10.6
Fregely,NA1,Platinum 2,Duelist,1.7114,1.4,35.3339,40.4
nannypanties,1312,Diamond 1,Sentinel,1.1296,2.8,15.0317,33.4
Baba,1234,Diamond 3,Flex,1.5487,3.8,23.3134,43.8
VEN ayaka,mia,Diamond 3,Duelist,1.5778,5.2,16.0143,27.6
Jess,0008,Platinum 1,Controller,0.8451,7.8,12.8885,50.0
USC Sword,UWU,Immortal 1,Flex,0.8861,4.0,23.7419,44.0
Mr John,5757,Diamond 3,Duelist,1.137,4.4,21.0822,40.6
Mango Juul Pod,buzz,Diamond 3,Duelist,1.9929,4.4,23.2807,44.2
Ltomlee,8008,Immortal 1,Sentinel,1.1061,1.0,24.4583,42.4
KyleTheTwigster,NA1,Diamond 2,Sentinel,1.5228,4.4,18.1427,38.6
Nyagon,NYA,Immortal 1,Controller,0.9251,7.8,26.8067,56.6
V1 Katriggered,vxval,Radiant,Flex,2.0212,2.6,0.0,0.0
Cyrollius,NA1,Diamond 3,Duelist,1.1444,3.4,22.0459,60.4
demon,1aim,Diamond 3,Duelist,1.1578,3.6,17.5866,43.0
MICHAELJACKSON12,minor,Diamond 1,Flex,0.6621,6.2,30.1037,56.4
Girls69,NA1,Platinum 3,Controller,1.2551,6.8,13.1515,28.0
Korone,1NUGA,Diamond 2,Flex,0.6146,5.0,23.8288,46.5
ScuFFyy,DIFF,Immortal 1,Sentinel,1.391,5.2,26.7151,65.6
bugZ,420NA,Diamond 1,Duelist,1.1532,4.2,18.3857,47.8
m0Ker,8663,Bronze 3,Duelist,0.9808,5.0,24.8485,19.6
Lataa,NA1,Immortal 1,Controller,0.8834,8.2,18.3135,54.2
SimplyBunny,JUDY,Silver 1,Flex,1.9208,4.6,12.7091,18.8
Guardian,b009,Diamond 1,Flex,0.7987,7.8,21.0261,48.4
720N1ckz,0720,Iron 3,Flex,0.4531,4.2,13.3836,34.4
edjv777,2487,Bronze 2,Controller,0.994,7.0,6.7992,21.4
harvey,GRAPE,Diamond 1,Controller,1.2785,4.6,21.592,47.0
StorM,1170,Diamond 3,Duelist,0.7543,5.2,23.6238,42.2
coconut,lulu,Bronze 2,Flex,NaN,NaN,NaN,NaN
Myster,0420,Diamond 3,Flex,0.825,3.6,22.3545,33.2
MichaelYagoobian,frank,Silver 3,Duelist,1.1178,4.4,20.5759,28.8
kag koi,8072,Gold 2,Duelist,1.4457,3.4,16.687,38.0
KTZ yijki,appa,Immortal 1,Duelist,1.0417,3.8,22.1176,48.8
Zeeby,FPS,Immortal 1,Duelist,1.015,3.2,17.8196,38.6
krixsick,2122,Platinum 3,Sentinel,0.9187,4.6,0.0,0.0
moms sweet milk,mommy,Platinum 3,Initiator,0.9526,7.0,26.8586,64.4
BlamingTeam08,BLAME,Platinum 3,Initiator,1.6768,5.4,16.402,54.0
ELIxFINESSE,ttv,Immortal 1,Flex,1.1767,4.4,20.5152,48.2
handjobs,HJs,Diamond 2,Flex,1.2275,5.2,11.7793,54.4
busoustee,NA1,Diamond 2,Controller,0.9971,5.6,23.7872,36.0
GDarisme,NA1,,Flex,0.9079,6.4,2.2222,3.4
Sempie ichinese,2678,Diamond 3,Duelist,1.195,4.0,16.5111,48.6
UndrAverageGamr,NA1,Immortal 2,Initiator,1.3132,6.0,18.7212,80.4
Jiggzz,8664,Diamond 2,Flex,0.75,7.0,17.7419,41.0
Zeke,2122,,Duelist,1.0469,4.6667,9.6045,8.6667
JAKEBGREAT,9789,Diamond 2,Flex,1.1312,4.6,23.2895,35.4
Missi,1124,Diamond 3,Sentinel,0.8824,3.6,9.2565,34.8
Duvshroom,2035,Bronze 2,Flex,0.7886,6.0,15.2902,22.0
Cloaker,6969,Immortal 1,Flex,1.8126,2.8,14.7138,26.0
DIMELO PAPI,0000,Diamond 3,Sentinel,0.8853,6.6,4.8095,13.8
Nerves,KILL,Platinum 3,Initiator,1.1456,7.6,23.0978,46.6
fat neck zetra,neck,Immortal 1,Initiator,0.5435,1.4,22.6196,22.2
Prez,9379,Gold 3,Initiator,1.0187,5.6,11.6827,26.0
Psyroe,6969,Gold 2,Flex,0.5769,3.0,0.0,0.0
PatrickFairyPant,XOXO,Diamond 2,Sentinel,1.1837,5.0,30.0972,54.4
Yash,1998,Diamond 1,Initiator,1.1522,6.8,22.8382,46.2
Parsa,5239,Immortal 2,Initiator,0.8255,7.0,15.2138,19.2
HEAD CHEF WIZARD,2EZ,Diamond 2,Flex,1.2941,3.0,30.7692,57.0
happyfunkarsten,bye,Platinum 3,Initiator,1.2859,2.4,33.5476,29.6
Ajax,NAC,Diamond 3,Flex,1.2169,7.8,29.462,52.0
Lalangostaa,4505,Immortal 1,Duelist,0.731,6.6,10.002,30.2
t up,skies,Diamond 1,Flex,0.7897,2.6,24.0326,36.6
uchuu,boobs,Diamond 3,Duelist,0.8106,3.6,15.177,47.8
Joseph,Amara,Immortal 2,Duelist,1.1279,2.8,24.4638,37.8
WhittyWhizzy,5287,Immortal 1,Flex,1.5287,2.0,22.0737,25.2
Alaina,Not,Platinum 1,Initiator,0.4518,7.2,15.6687,32.0
braindead monkey,hehe,Platinum 1,Flex,1.361,5.2,21.9736,54.0
Xrayfish,3509,Immortal 1,Flex,1.4475,2.8,5.9574,12.2
Choko,J96,Gold 1,Duelist,1.6336,3.0,7.6887,11.8
A Classy Turtle,NA1,Diamond 2,Flex,1.0455,12.0,20.0,69.0
unio,easy,Silver 1,Duelist,1.6499,3.8,16.5898,34.0
bath,haha,Diamond 2,Duelist,1.0289,4.0,13.0319,24.2
Dreadzz,NA1,Diamond 3,Initiator,0.913,5.2,17.6242,31.6
UUттUU,1029,Platinum 2,Flex,0.8825,6.2,13.8934,40.6
kyo,force,Diamond 1,Flex,1.1056,2.6667,21.96,30.6667
Coo1Dude435,9741,Platinum 1,Controller,0.9129,8.0,25.003,60.6
ETHANFAN,0612,Diamond 1,Duelist,0.8288,3.4,28.7117,41.6
Sparrow,5540,Immortal 1,Flex,1.5377,7.0,16.7257,47.5
nomic,6409,Platinum 3,Duelist,0.859,3.0,23.6703,34.8
Winkis,1234,Diamond 2,Sentinel,1.1402,2.4,34.7088,30.8
boxman,0000,Platinum 3,Flex,1.0108,6.4,13.906,42.6
15FPSWarrior,4684,Diamond 3,Controller,1.081,5.4,12.1377,39.2
Sktchi,lolz,Diamond 2,Flex,1.4915,4.2,21.9613,50.2
JEQSUN,NA1,Immortal 1,Flex,0.6296,2.0,0.0,0.0
Yimi,Goofy,Diamond 3,Flex,1.584,4.6,21.9252,37.8
Satoshi,link,Diamond 3,Initiator,1.0393,3.6667,32.9986,55.6667
mr suit,smeag,Platinum 3,Flex,0.7539,9.4,19.8435,48.0
iluvyameii,ao6,Diamond 3,Duelist,1.2028,5.0,16.1297,21.2
VisibleTed87,2054,Immortal 1,Initiator,0.8205,5.8,21.4017,56.8
BergerfO,NA1,Immortal 2,Flex,0.6908,6.6,21.7893,58.8
wavez,0505,Immortal 1,Flex,1.2031,5.8,20.9651,36.6
cookie lol,2nd,Diamond 1,Flex,0.3438,1.5,18.9744,45.0
Akashi,1010,Platinum 1,Sentinel,0.7301,3.0,18.0556,10.6
SorrowAWP,AWP,Immortal 1,Sentinel,0.9925,4.6,18.5593,47.2
Espeon,bop,Bronze 2,Flex,0.8584,3.8,6.6706,10.2
Optimus Pride,Bot4,Platinum 3,Flex,1.274,4.2,15.8356,29.6
ItsTorment,JEW,Immortal 1,Flex,1.0584,7.0,25.2922,66.4
Seouls,sharx,Iron 2,Flex,0.7805,4.6,2.0165,16.4
σзσ,OMFG,Platinum 1,Initiator,1.6089,5.4,26.8397,50.2
corona bik,BIKES,Diamond 1,Sentinel,1.1688,4.8,23.4503,48.0
slim,5522,Immortal 1,Flex,1.4286,4.0,33.3333,39.0
Burgerflipiin,NA1,,Initiator,0.5965,6.8,0.0,0.0
trev,0220,Diamond 1,Sentinel,1.4486,2.8,31.1043,31.8
Frisz0n,5749,Platinum 2,Controller,0.9053,8.8,16.5213,58.2
four,woooo,Immortal 1,Flex,1.4148,8.0,31.6138,55.8
rambð,NA1,Diamond 3,Flex,1.3692,1.0,25.2174,60.0
koala,Atlas,Platinum 1,Sentinel,0.7767,4.8,13.8563,37.6
jegar,0001,Immortal 3,Flex,0.8309,2.0,4.2553,7.6
AKami,God,Immortal 2,Sentinel,0.9518,4.0,14.1674,39.0
oli,zera,Immortal 2,Flex,1.1585,4.8,30.6916,50.8
OsamaBinBallin,BBB,Platinum 3,Flex,0.7487,4.2,19.9638,27.6
Jokesta,8502,Platinum 2,Sentinel,1.0818,7.6,24.1671,41.6
FORCE nayt,n t,Diamond 2,Controller,1.6893,4.0,30.2632,29.4
Sky x2,Beach,Diamond 3,Duelist,1.8386,3.2,35.3108,47.6
Kisuke,zzz,Diamond 2,Flex,1.5431,4.0,19.8053,39.2
xmansupreme,7155,Platinum 2,Flex,1.4077,2.2,30.8561,43.6
n0ths,gosu,Diamond 3,Duelist,1.7023,3.6,16.4798,27.8
Neat,69420,Gold 1,Flex,2.3333,0.0,15.3846,13.0
dart,kane,Silver 3,Flex,0.9386,4.0,8.1708,18.8
Shoka,5993,Diamond 1,Controller,1.057,5.4,7.3388,39.4
KTZ Polarisix,NA2,Diamond 2,Initiator,0.8814,8.6,17.2638,47.2
Breezy,1658,Platinum 3,Flex,1.2408,3.4,23.9692,23.4
SpyX Griffy,205,Immortal 2,Flex,1.123,6.4,22.1336,80.6
Dispel tullie,pog,Immortal 1,Duelist,0.9447,3.2,31.2942,29.8
WasWeird,9398,Immortal 1,Initiator,1.225,6.0,24.8469,34.6
Ash,5335,Diamond 1,Controller,0.8711,9.6,16.6457,47.0
CottenPicker,BLDM,Gold 1,Initiator,1.2229,7.4,22.1932,48.0
Sundae,8698,Bronze 3,Flex,0.8091,7.6,1.1765,6.2
TikTokThot,kali,Immortal 1,Flex,1.072,3.4,32.9674,42.4
Rikko,369,Gold 1,Duelist,1.2182,6.4,9.3734,25.4
Faide,0666,Diamond 2,Duelist,1.118,2.2,0.0,0.0
broo,3329,Diamond 1,Initiator,1.4865,7.4,17.2855,54.8
Splinter,imbad,Gold 1,Duelist,1.1665,4.6,9.671,25.2
B X,NA1,Immortal 1,Initiator,0.9099,4.6,29.399,44.0
Farz,3304,Immortal 1,Flex,0.8073,3.2,21.8782,32.0
420,1381,Silver 3,Flex,0.7835,2.8,12.5108,16.2
nioxist,OTF,Platinum 2,Duelist,0.7497,3.6,24.099,44.2
geo,doggy,Diamond 3,Flex,0.6338,5.8,21.1421,39.4
NeoDraaws,8899,Bronze 3,Sentinel,1.1079,5.2,13.8536,30.4
Lumber,7436,Diamond 3,Duelist,1.0598,5.6,12.7942,34.0
SpideyLicious 우,Jenna,Platinum 3,Flex,1.1994,9.0,12.8758,45.4
